image_path,target
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Prst\Prst171.jpg,37.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\M\M202.jpg,29.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\I\I34.jpg,19.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kukja\Kukja4.jpg,26.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zoshto\Zoshto93.jpg,57.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\L\L14.jpg,27.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Telefon\Telefon148.jpg,47.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Cvekje\Cvekje128.jpg,8.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\S\S17.jpg,40.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Dopir\Dopir9.jpg,13.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\S\S141.jpg,40.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\C\C23.jpg,5.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\P\P110.jpg,34.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Jas\Jas180.jpg,20.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zamenki\Zamenki73.jpg,55.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sin\Sin57.jpg,44.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sever\Sever151.jpg,42.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\F\F183.jpg,15.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Peperutka\Peperutka102.jpg,35.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\D\D103.jpg,9.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Fizika\Fizika97.jpg,16.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Jas\Jas105.jpg,20.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kolache\Kolache105.jpg,23.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\N\N46.jpg,31.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\N\N139.jpg,31.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Vilushka\Vilushka157.jpg,52.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\TojTaaToa\TojTaaToa120.jpg,48.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zholtica\Zholtica99.jpg,56.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\F\F35.jpg,15.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\CH\CH122.jpg,6.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Vilushka\Vilushka112.jpg,52.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Dopir\Dopir76.jpg,13.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\I\I178.jpg,19.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Z\Z81.jpg,53.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sin\Sin164.jpg,44.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Korona\Korona79.jpg,24.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Pritisok\Pritisok171.jpg,36.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\G\G198.jpg,17.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\M\M199.jpg,29.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\NJ\NJ189.jpg,32.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\G\G124.jpg,17.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Korona\Korona14.jpg,24.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DZ\DZ62.jpg,11.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sida\Sida142.jpg,43.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Amin\Amin126.jpg,2.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Fizika\Fizika147.jpg,16.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\C\C139.jpg,5.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\U\U66.jpg,49.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Krst\Krst59.jpg,25.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sin\Sin44.jpg,44.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\NJ\NJ173.jpg,32.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DZ\DZ202.jpg,11.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\V\V134.jpg,50.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kukja\Kukja172.jpg,26.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kukja\Kukja0.jpg,26.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\I\I105.jpg,19.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Valkano\Valkano1.jpg,51.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kolache\Kolache208.jpg,23.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zamenki\Zamenki92.jpg,55.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\I\I103.jpg,19.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\I\I127.jpg,19.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Telefon\Telefon6.jpg,47.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\SH\SH20.jpg,41.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Z\Z177.jpg,53.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Mnogu\Mnogu113.jpg,30.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zamenki\Zamenki161.jpg,55.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\V\V33.jpg,50.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\TojTaaToa\TojTaaToa69.jpg,48.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DJ\DJ158.jpg,10.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sin\Sin140.jpg,44.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\SH\SH38.jpg,41.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Korona\Korona192.jpg,24.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Vilushka\Vilushka194.jpg,52.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\F\F1.jpg,15.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\R\R30.jpg,38.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\E\E159.jpg,14.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Vilushka\Vilushka106.jpg,52.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\A\A61.jpg,0.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\U\U130.jpg,49.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Valkano\Valkano185.jpg,51.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sida\Sida1.jpg,43.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Korona\Korona148.jpg,24.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sever\Sever159.jpg,42.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kolache\Kolache35.jpg,23.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Delenje\Delenje206.jpg,12.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\P\P106.jpg,34.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\D\D6.jpg,9.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Javanje\Javanje172.jpg,21.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\T\T102.jpg,46.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\SH\SH179.jpg,41.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\S\S137.jpg,40.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\C\C60.jpg,5.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\LJ\LJ112.jpg,28.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Pritisok\Pritisok22.jpg,36.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Pritisok\Pritisok93.jpg,36.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Delenje\Delenje54.jpg,12.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\H\H106.jpg,18.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\L\L154.jpg,27.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\D\D48.jpg,9.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\N\N11.jpg,31.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\NJ\NJ177.jpg,32.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sin\Sin188.jpg,44.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\F\F181.jpg,15.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\I\I37.jpg,19.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Z\Z1.jpg,53.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\O\O150.jpg,33.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zamenki\Zamenki153.jpg,55.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sida\Sida203.jpg,43.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\E\E179.jpg,14.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\A\A5.jpg,0.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zholtica\Zholtica180.jpg,56.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Rob\Rob30.jpg,39.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\NJ\NJ126.jpg,32.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Cvekje\Cvekje123.jpg,8.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sin\Sin195.jpg,44.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\P\P44.jpg,34.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\A\A121.jpg,0.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sin\Sin18.jpg,44.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\N\N187.jpg,31.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\O\O162.jpg,33.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\LJ\LJ40.jpg,28.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Amin\Amin53.jpg,2.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DJ\DJ53.jpg,10.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\P\P180.jpg,34.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\L\L196.jpg,27.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\V\V40.jpg,50.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sida\Sida143.jpg,43.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sever\Sever123.jpg,42.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\S\S73.jpg,40.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\B\B163.jpg,3.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\D\D167.jpg,9.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\N\N22.jpg,31.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Pritisok\Pritisok141.jpg,36.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\N\N124.jpg,31.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Prst\Prst69.jpg,37.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Vilushka\Vilushka11.jpg,52.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sida\Sida25.jpg,43.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DJ\DJ70.jpg,10.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\D\D80.jpg,9.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Korona\Korona49.jpg,24.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\V\V43.jpg,50.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\R\R119.jpg,38.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Amin\Amin166.jpg,2.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\V\V126.jpg,50.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Cvekje\Cvekje138.jpg,8.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kukja\Kukja197.jpg,26.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Jas\Jas111.jpg,20.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Krst\Krst49.jpg,25.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\B\B16.jpg,3.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zholtica\Zholtica6.jpg,56.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\K\K97.jpg,22.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Cvekje\Cvekje27.jpg,8.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Amin\Amin55.jpg,2.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Z\Z39.jpg,53.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\TojTaaToa\TojTaaToa15.jpg,48.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\V\V58.jpg,50.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Jas\Jas92.jpg,20.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\P\P208.jpg,34.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\ZH\ZH17.jpg,54.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sin\Sin7.jpg,44.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zamenki\Zamenki112.jpg,55.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Agol\Agol207.jpg,1.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Krst\Krst204.jpg,25.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Pritisok\Pritisok53.jpg,36.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Jas\Jas161.jpg,20.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\C\C127.jpg,5.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Valkano\Valkano22.jpg,51.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\NJ\NJ119.jpg,32.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Dopir\Dopir72.jpg,13.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\I\I155.jpg,19.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Prst\Prst161.jpg,37.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\LJ\LJ160.jpg,28.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Agol\Agol21.jpg,1.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Rob\Rob54.jpg,39.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\F\F127.jpg,15.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\P\P158.jpg,34.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Fizika\Fizika164.jpg,16.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\NJ\NJ124.jpg,32.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Agol\Agol130.jpg,1.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zoshto\Zoshto53.jpg,57.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\P\P45.jpg,34.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Agol\Agol184.jpg,1.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Telefon\Telefon79.jpg,47.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sin\Sin130.jpg,44.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Fizika\Fizika26.jpg,16.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DZ\DZ155.jpg,11.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Prst\Prst78.jpg,37.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sin\Sin1.jpg,44.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DZ\DZ93.jpg,11.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Krst\Krst10.jpg,25.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\N\N148.jpg,31.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\D\D110.jpg,9.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Amin\Amin63.jpg,2.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\TojTaaToa\TojTaaToa77.jpg,48.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Amin\Amin25.jpg,2.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Vilushka\Vilushka121.jpg,52.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\O\O183.jpg,33.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\D\D26.jpg,9.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Telefon\Telefon72.jpg,47.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Dopir\Dopir110.jpg,13.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Valkano\Valkano149.jpg,51.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\E\E107.jpg,14.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\CH\CH60.jpg,6.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Dopir\Dopir133.jpg,13.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\L\L72.jpg,27.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\C\C12.jpg,5.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\V\V150.jpg,50.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Jas\Jas116.jpg,20.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\C\C207.jpg,5.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Amin\Amin174.jpg,2.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\CH\CH183.jpg,6.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\B\B196.jpg,3.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\K\K172.jpg,22.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\D\D156.jpg,9.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Z\Z10.jpg,53.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\P\P64.jpg,34.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\K\K145.jpg,22.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\E\E187.jpg,14.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\TojTaaToa\TojTaaToa167.jpg,48.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\R\R23.jpg,38.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Prst\Prst118.jpg,37.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\M\M122.jpg,29.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Mnogu\Mnogu166.jpg,30.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Fizika\Fizika85.jpg,16.0
